OrderID,OrderDate,CustomerName,CustomerEmail,Country,City,ProductName,Category,Quantity,UnitPrice,Total,Currency,PaymentMethod,DeliveryDate,DeliveryStatus,Notes,CombinedField
,2024-12-10,احمد محمد,ahmed[at]gmail[dot]com,EGY, ,Lap-top,Laptop,1,USD 100,10000,,,04-12-2025,Delivered,urgent,Order#None | Customer: احمد محمد | Product: Lap-top | Price: USD 100
,,احمد محمد,,KSA,Alex,iPhone,Mobile,2,EGP,wrong,USD 300,paypal,invalid,pending,تحقق,Order#None | Customer: احمد محمد | Product: iPhone | Price: EGP
,invalid,أحمـــد    محمد,MCINTYREWENDY@YAHOO.COM,uae,Alex,iph0ne,,1,3000,5000,,Credit Card,,,...,Order#None | Customer: أحمـــد    محمد | Product: iph0ne | Price: 3000
2978.0,,أحمـــد    محمد,ANGEL92@YAHOO.COM,EGY,Cairo,I-phone,mobile,Two,3000,wrong,,cash,2035-01-01,Pending,,Order#2978 | Customer: أحمـــد    محمد | Product: I-phone | Price: 3000
4334.0,10-28-2024,,invalid_email,egypt,alex,IPHONE,,2,USD 100,,usd,,,,,Order#4334 | Customer: None | Product: IPHONE | Price: USD 100
,2035-01-01,AHMED MOHAMED,,ksa,alex,Laptop,Laptop,,2500,wrong,USD,pay on delevery,invalid,delivered,,Order#None | Customer: AHMED MOHAMED | Product: Laptop | Price: 2500
7445.0,15/01/2025,احمد محمد,vhouse@woodard.com,مصر,,Lap-top,,1,2500,5000,جنيه,cash,invalid,pending,تحقق,Order#7445 | Customer: احمد محمد | Product: Lap-top | Price: 2500
3079.0,27/04/2025,,jesusjones@...,مصر,alex,HEADPHONES,Mobile,2,USD 100,5000,EGP,Credit Card,2035-01-01,lost,,Order#3079 | Customer: None | Product: HEADPHONES | Price: USD 100
,2025-04-04,AHMED MOHAMED,ahmed[at]gmail[dot]com,ksa,,iPhone,Mobile,,USD 100,,EUR,,invalid,delivered,,Order#None | Customer: AHMED MOHAMED | Product: iPhone | Price: USD 100
,04/01/2025,AHMED MOHAMED,,UAE,,Laptop,Laptop,Two,EGP,5000,usd,,,delivered,XX,Order#None | Customer: AHMED MOHAMED | Product: Laptop | Price: EGP
8739.0,2024-10-13,احمد محمد,,uae,alex,iPhone,iPhone,,EGP,wrong,USD 300,cash,08-20-2023,lost,,Order#8739 | Customer: احمد محمد | Product: iPhone | Price: EGP
,2035-01-01,,OLSONKIMBERLY@YAHOO.COM,ksa,,Laptop,accessory,Two,,5000,جنيه,pay on delevery,,lost,,Order#None | Customer:  | Product: Laptop | Price: 
9878.0,invalid,,steve08@...,ksa,Cairo,Lap-top,accessory,1,3000,5000,,cash,04-11-2025,,,Order#9878 | Customer:  | Product: Lap-top | Price: 3000
,2023-10-06,أحمـــد    محمد,#######@hotmail.com,EG,Cairo,Headphones,Laptop,,USD 100,5000,USD 300,,,,XX,Order#None | Customer: أحمـــد    محمد | Product: Headphones | Price: USD 100
,invalid,AHMED MOHAMED,ahmed[at]gmail[dot]com,EGY,Cairo,Headphones,mobile,,3000,wrong,USD,cash,31/10/2023,Pending,تحقق,Order#None | Customer: AHMED MOHAMED | Product: Headphones | Price: 3000
7672.0,2035-01-01,أحمـــد    محمد,ahmed[at]gmail[dot]com,ksa,,Headphones,Mobile,three,EGP,wrong,Ten Thousand Egyptian Pounds,paypal,2035-01-01,pending,urgent,Order#7672 | Customer: أحمـــد    محمد | Product: Headphones | Price: EGP
,2023-09-05,احمد محمد,,egypt,cairo,,accessory,2,2500 جنيه,,USD,,27/04/2025,,XX,Order#None | Customer: احمد محمد | Product: None | Price: 2500 جنيه
,invalid,,#######@hotmail.com,EGY,Cairo,Headphones,Mobile,,2500,,USD,Credit Card,,delivered,,Order#None | Customer:  | Product: Headphones | Price: 2500
8996.0,03-15-2025,,, , ,IPHONE,Laptop,,USD 100,5000,USD 300,,28/03/2025,Pending,...,Order#8996 | Customer:  | Product: IPHONE | Price: USD 100
1109.0,21/08/2024,,,EG,Alex,iph0ne,Accessories,,two thousand,10000,Ten Thousand Egyptian Pounds,,,Pending,...,Order#1109 | Customer: None | Product: iph0ne | Price: two thousand
5688.0,,أحمـــد    محمد,#######@hotmail.com,ksa,Alex,HEADPHONES,,three,1000,wrong,,paypal,20/09/2023,Pending,urgent,Order#5688 | Customer: أحمـــد    محمد | Product: HEADPHONES | Price: 1000
9852.0,09-23-2024,Ahmed محمد,, ,Alex,Lap-top,Mobile,2,1000,wrong,EGP,cash,,Pending,...,Order#9852 | Customer: Ahmed محمد | Product: Lap-top | Price: 1000
7093.0,,,#######@hotmail.com,EGY,alex,Laptop,,Two,,,USD,,2035-01-01,delivered,,Order#7093 | Customer:  | Product: Laptop | Price: None
3957.0,,,,,Alex,iph0ne,,3,EGP,5000,usd,cash,invalid,lost,XX,Order#3957 | Customer: None | Product: iph0ne | Price: EGP
,24/11/2024,أحمـــد    محمد,RACHEL33@HOTMAIL.COM,EG,Cairo,IPHONE,Laptop,Two,1000,,,pay on delevery,2023-12-31,lost,العميل طلب الغاء,Order#None | Customer: أحمـــد    محمد | Product: IPHONE | Price: 1000
,2024-12-13,أحمـــد    محمد,#######@hotmail.com,Egypt, ,HEADPHONES,Accessories,2,2500 جنيه,,USD,cash,invalid,pending,...,Order#None | Customer: أحمـــد    محمد | Product: HEADPHONES | Price: 2500 جنيه
4790.0,,Ahmed محمد,steven50@...,egypt,alex,I-phone,Laptop,3,,wrong,جنيه,,invalid,,...,Order#4790 | Customer: Ahmed محمد | Product: I-phone | Price: None
9078.0,01-11-2025,,ahmed[at]gmail[dot]com,EGY,Dubai,iph0ne,Laptop,3,EGP,,جنيه,,,,,Order#9078 | Customer:  | Product: iph0ne | Price: EGP
3642.0,,,invalid_email,KSA, ,Headphones,Laptop,Two,3000,10000,,paypal,,Delivered,تحقق,Order#3642 | Customer: None | Product: Headphones | Price: 3000
,2035-01-01,AHMED MOHAMED,tiffany66@barnes.com,egypt,Alex,IPHONE,Accessories,three,2500,5000,,,2035-01-01,Pending,,Order#None | Customer: AHMED MOHAMED | Product: IPHONE | Price: 2500
5874.0,,,amyparker@gmail.com,EGY,alex,HEADPHONES,HEADPHONES,three,2500 جنيه,,usd,,09-11-2023,,...,Order#5874 | Customer:  | Product: HEADPHONES | Price: 2500 جنيه
,27/05/2025,AHMED MOHAMED,,ksa,,Laptop,mobile,Two,2500,10000,Ten Thousand Egyptian Pounds,,06-18-2025,Pending,urgent,Order#None | Customer: AHMED MOHAMED | Product: Laptop | Price: 2500
,,Ahmed محمد,,UAE,alex,HEADPHONES,Accessories,3,2500,,Ten Thousand Egyptian Pounds,paypal,,pending,,Order#None | Customer: Ahmed محمد | Product: HEADPHONES | Price: 2500
,,Ahmed محمد,ahmed[at]gmail[dot]com,egypt,Cairo,IPHONE,Mobile,,,,USD,Credit Card,,pending,,Order#None | Customer: Ahmed محمد | Product: IPHONE | Price: None
,,AHMED MOHAMED,nicolebrown@wright-white.info, ,,iPhone,Accessories,three,1000,,,Credit Card,,pending,,Order#None | Customer: AHMED MOHAMED | Product: iPhone | Price: 1000
,12/09/2024,Ahmed محمد,ahmed[at]gmail[dot]com,uae,Alex,Laptop,mobile,3,USD 100,,USD,,2023-12-24,,XX,Order#None | Customer: Ahmed محمد | Product: Laptop | Price: USD 100
,2025-04-17,,ahmed[at]gmail[dot]com,UAE, ,iPhone,Laptop,three,EGP,,,,invalid,pending,XX,Order#None | Customer: None | Product: iPhone | Price: EGP
9687.0,,,barry23@gallegos-mann.com, ,Dubai,Laptop,Mobile,2,,10000,USD 300,,2025-02-12,pending,,Order#9687 | Customer:  | Product: Laptop | Price: 
,,احمد محمد,samantha07@yahoo.com,Egypt,Dubai,I-phone,Accessories,three,two thousand,,,paypal,09/10/2023,Pending,تحقق,Order#None | Customer: احمد محمد | Product: I-phone | Price: two thousand
,invalid,AHMED MOHAMED,bsalinas@...,,cairo,,mobile,1,1500,10000,,paypal,10-13-2024,Pending,urgent,Order#None | Customer: AHMED MOHAMED | Product: None | Price: 1500
,2024-07-27,احمد محمد,,مصر,Alex,,mobile,three,2500,5000,EUR,Credit Card,18/08/2024,delivered,تحقق,Order#None | Customer: احمد محمد | Product: None | Price: 2500
6968.0,2035-01-01,,johnsonkeith@...,UAE,Cairo,Laptop,Laptop,Two,USD 100,,EUR,,05-15-2025,pending,تحقق,Order#6968 | Customer: None | Product: Laptop | Price: USD 100
,invalid,,invalid_email, ,Alex,Headphones,Accessories,three,3000,,جنيه,Credit Card,03-17-2024,lost,تحقق,Order#None | Customer: None | Product: Headphones | Price: 3000
,,,pierceheather@gmail.com,مصر,Dubai,IPHONE,Laptop,three,1500,wrong,جنيه,paypal,2024-05-01,,تحقق,Order#None | Customer:  | Product: IPHONE | Price: 1500
5108.0,2023-10-12,,robertmendez@...,EGY,,Lap-top,,three,two thousand,,EUR,Credit Card,2035-01-01,,العميل طلب الغاء,Order#5108 | Customer:  | Product: Lap-top | Price: two thousand
6551.0,04-09-2025,AHMED MOHAMED,invalid_email,ksa,Cairo,I-phone,Accessories,Two,two thousand,,usd,paypal,,,urgent,Order#6551 | Customer: AHMED MOHAMED | Product: I-phone | Price: two thousand
,05/02/2025,Ahmed محمد,ann68@wu.com,,cairo,Laptop,Laptop,1,,10000,EGP,paypal,2035-01-01,lost,XX,Order#None | Customer: Ahmed محمد | Product: Laptop | Price: 
,,AHMED MOHAMED,joshuamccann@...,EG,,I-phone,mobile,three,2500,10000,,paypal,01-30-2024,,urgent,Order#None | Customer: AHMED MOHAMED | Product: I-phone | Price: 2500
8729.0,08/10/2024,,lambertmolly@yahoo.com,EG,Alex,Lap-top,Accessories,1,,wrong,usd,,,pending,...,Order#8729 | Customer: None | Product: Lap-top | Price: 
,,أحمـــد    محمد,jonwilliams@gmail.com,EG,Cairo,iPhone,Accessories,3,2500 جنيه,,usd,,,,,Order#None | Customer: أحمـــد    محمد | Product: iPhone | Price: 2500 جنيه
,invalid,,invalid_email,,Cairo,I-phone,,2,2500,10000,EUR,paypal,,,العميل طلب الغاء,Order#None | Customer: None | Product: I-phone | Price: 2500
6914.0,2035-01-01,Robert Sims,,KSA,cairo,iPhone,accessory,Two,1000,wrong,EGP,pay on delevery,04-19-2025,Pending,...,Order#6914 | Customer: Robert Sims | Product: iPhone | Price: 1000
5548.0,2023-10-21,أحمـــد    محمد,,UAE,Dubai,,Laptop,three,EGP,wrong,USD 300,Credit Card,,,...,Order#5548 | Customer: أحمـــد    محمد | Product: None | Price: EGP
7098.0,2035-01-01,,bradley58@gmail.com,Egypt,Cairo,HEADPHONES,,1,2500 جنيه,,EGP,cash,,delivered,تحقق,Order#7098 | Customer: None | Product: HEADPHONES | Price: 2500 جنيه
6190.0,10/08/2024,Ahmed محمد,#######@hotmail.com,KSA,Alex,I-phone,Mobile,Two,,wrong,USD,,2035-01-01,lost,...,Order#6190 | Customer: Ahmed محمد | Product: I-phone | Price: 
9315.0,2035-01-01,Ahmed محمد,nathaniel60@gmail.com, ,alex,Lap-top,Lap-top,three,USD 100,,,Credit Card,,Pending,...,Order#9315 | Customer: Ahmed محمد | Product: Lap-top | Price: USD 100
5519.0,2024-05-21,AHMED MOHAMED,douglasosborne@..., ,cairo,,Mobile,,3000,wrong,EGP,,03-27-2025,pending,urgent,Order#5519 | Customer: AHMED MOHAMED | Product: None | Price: 3000
8099.0,,احمد محمد,ahmed[at]gmail[dot]com,, ,,Accessories,3,1000,,EGP,Credit Card,28/09/2024,lost,urgent,Order#8099 | Customer: احمد محمد | Product: None | Price: 1000
7947.0,invalid,أحمـــد    محمد,,, ,Laptop,,three,2500 جنيه,,جنيه,pay on delevery,,,XX,Order#7947 | Customer: أحمـــد    محمد | Product: Laptop | Price: 2500 جنيه
5473.0,,Ahmed محمد,laurahenderson@yahoo.com,EGY,cairo,Laptop,Laptop,,1000,,EUR,pay on delevery,2035-01-01,lost,العميل طلب الغاء,Order#5473 | Customer: Ahmed محمد | Product: Laptop | Price: 1000
7282.0,2025-03-28,,ahmed[at]gmail[dot]com,EGY,alex,I-phone,Laptop,three,2500 جنيه,,Ten Thousand Egyptian Pounds,paypal,,lost,تحقق,Order#7282 | Customer: None | Product: I-phone | Price: 2500 جنيه
,,AHMED MOHAMED,,Egypt,cairo,Laptop,Laptop,1,2500,,,cash,02-16-2024,,...,Order#None | Customer: AHMED MOHAMED | Product: Laptop | Price: 2500
2764.0,,أحمـــد    محمد,,Egypt,alex,iPhone,mobile,1,2500,10000,,,12/05/2024,,تحقق,Order#2764 | Customer: أحمـــد    محمد | Product: iPhone | Price: 2500
7956.0,03-12-2024,أحمـــد    محمد,VTORRES@ASHLEY-GARCIA.BIZ,KSA,cairo,iPhone,iPhone,Two,1500,10000,,,30/01/2024,,urgent,Order#7956 | Customer: أحمـــد    محمد | Product: iPhone | Price: 1500
,2035-01-01,Ahmed محمد,kylemayo@...,KSA,Cairo,iPhone,Mobile,,2500,5000,EGP,,invalid,,,Order#None | Customer: Ahmed محمد | Product: iPhone | Price: 2500
3970.0,07/01/2025,Heather Chan DDS,,EG,alex,HEADPHONES,Accessories,1,2500,,EUR,pay on delevery,01/01/2025,pending,,Order#3970 | Customer: Heather Chan DDS | Product: HEADPHONES | Price: 2500
3395.0,02-20-2025,,invalid_email,,cairo,HEADPHONES,Laptop,2,,,USD 300,paypal,16/06/2024,Pending,...,Order#3395 | Customer: None | Product: HEADPHONES | Price: 
,2035-01-01,Roger Rowe,GGALLAGHER@CRUZ.COM,, ,Lap-top,Laptop,1,2500 جنيه,,usd,Credit Card,invalid,lost,XX,Order#None | Customer: Roger Rowe | Product: Lap-top | Price: 2500 جنيه
,2024-10-17,,#######@hotmail.com,ksa,Cairo,I-phone,Laptop,3,1500,5000,USD,,,,,Order#None | Customer: None | Product: I-phone | Price: 1500
8332.0,12-17-2023,,invalid_email,Egypt,alex,Headphones,Accessories,,2500 جنيه,,جنيه,pay on delevery,,delivered,,Order#8332 | Customer: None | Product: Headphones | Price: 2500 جنيه
5450.0,,أحمـــد    محمد,invalid_email,egypt,cairo,,,,1000,,,paypal,2035-01-01,,...,Order#5450 | Customer: أحمـــد    محمد | Product: None | Price: 1000
,,,,,cairo,,Laptop,2,2500 جنيه,,,cash,09-16-2023,,...,Order#None | Customer:  | Product: None | Price: 2500 جنيه
,invalid,AHMED MOHAMED,,EG,,Lap-top,mobile,1,two thousand,10000,Ten Thousand Egyptian Pounds,Credit Card,invalid,Delivered,,Order#None | Customer: AHMED MOHAMED | Product: Lap-top | Price: two thousand
8240.0,invalid,أحمـــد    محمد,invalid_email,KSA,alex,,Mobile,3,2500,,usd,paypal,,lost,...,Order#8240 | Customer: أحمـــد    محمد | Product: None | Price: 2500
,,Dana Smith,ucameron@yahoo.com,EGY,,Laptop,mobile,2,1500,wrong,,Credit Card,06-12-2024,delivered,,Order#None | Customer: Dana Smith | Product: Laptop | Price: 1500
5384.0,,احمد محمد,#######@hotmail.com,UAE,Dubai,Headphones,Headphones,three,EGP,wrong,,pay on delevery,,,العميل طلب الغاء,Order#5384 | Customer: احمد محمد | Product: Headphones | Price: EGP
,,Ahmed محمد,MICHAELBUTLER@GMAIL.COM,,Dubai,I-phone,accessory,Two,USD 100,5000,USD 300,Credit Card,01-28-2025,delivered,,Order#None | Customer: Ahmed محمد | Product: I-phone | Price: USD 100
,2024-05-03,احمد محمد,kevin81@hotmail.com,egypt,Dubai,Laptop,Mobile,3,2500 جنيه,,,,17/04/2025,Delivered,XX,Order#None | Customer: احمد محمد | Product: Laptop | Price: 2500 جنيه
7910.0,29/07/2024,احمد محمد,ahmed[at]gmail[dot]com,EGY,cairo,,accessory,Two,two thousand,,usd,paypal,,pending,,Order#7910 | Customer: احمد محمد | Product: None | Price: two thousand
,2035-01-01,AHMED MOHAMED,MARTINFOX@GMAIL.COM,EGY, ,Headphones,accessory,1,USD 100,wrong,USD 300,,2024-08-14,lost,urgent,Order#None | Customer: AHMED MOHAMED | Product: Headphones | Price: USD 100
,2024-07-22,Joseph May,ahmed[at]gmail[dot]com,ksa,Cairo,iph0ne,Mobile,Two,,5000,usd,cash,,delivered,...,Order#None | Customer: Joseph May | Product: iph0ne | Price: 
1268.0,27/09/2024,AHMED MOHAMED,frenchlucas@hotmail.com,egypt,Cairo,IPHONE,Laptop,1,2500 جنيه,,Ten Thousand Egyptian Pounds,pay on delevery,11-05-2024,pending,,Order#1268 | Customer: AHMED MOHAMED | Product: IPHONE | Price: 2500 جنيه
,2035-01-01,AHMED MOHAMED,,EGY,,Laptop,,2,two thousand,,جنيه,,02-15-2025,Delivered,,Order#None | Customer: AHMED MOHAMED | Product: Laptop | Price: two thousand
,04-19-2025,احمد محمد,HUBBARDSEAN@BRENNAN.COM,EGY,Dubai,IPHONE,accessory,Two,EGP,,جنيه,paypal,,Pending,,Order#None | Customer: احمد محمد | Product: IPHONE | Price: EGP
9270.0,2035-01-01,أحمـــد    محمد,,EG, ,Laptop,Laptop,3,,wrong,Ten Thousand Egyptian Pounds,cash,invalid,lost,XX,Order#9270 | Customer: أحمـــد    محمد | Product: Laptop | Price: None
,invalid,احمد محمد,#######@hotmail.com,KSA,cairo,iph0ne,Accessories,Two,USD 100,,USD,,01-08-2025,,,Order#None | Customer: احمد محمد | Product: iph0ne | Price: USD 100
1396.0,2035-01-01,Ahmed محمد,vjames@gmail.com,EGY,cairo,Lap-top,,1,2500 جنيه,,جنيه,,,lost,,Order#1396 | Customer: Ahmed محمد | Product: Lap-top | Price: 2500 جنيه
,,,,KSA, ,iPhone,mobile,1,2500 جنيه,,,,,,تحقق,Order#None | Customer:  | Product: iPhone | Price: 2500 جنيه
1550.0,14/03/2024,Tyler Martin,#######@hotmail.com,UAE,alex,IPHONE,,1,,10000,,paypal,2035-01-01,,,Order#1550 | Customer: Tyler Martin | Product: IPHONE | Price: 
,invalid,,,uae, ,HEADPHONES,Mobile,3,,,,,invalid,lost,XX,Order#None | Customer: None | Product: HEADPHONES | Price: None
,invalid,احمد محمد,,EG,Dubai,iph0ne,mobile,,USD 100,,Ten Thousand Egyptian Pounds,Credit Card,2024-02-16,pending,العميل طلب الغاء,Order#None | Customer: احمد محمد | Product: iph0ne | Price: USD 100
,invalid,,nliu@...,Egypt,alex,HEADPHONES,Mobile,three,USD 100,5000,USD,,2024-07-15,delivered,urgent,Order#None | Customer: None | Product: HEADPHONES | Price: USD 100
3903.0,,Regina Rhodes,carrmary@yahoo.com,EGY,Cairo,,Laptop,2,1000,,,,invalid,,,Order#3903 | Customer: Regina Rhodes | Product: None | Price: 1000
,,احمد محمد,,EGY,alex,,accessory,three,,10000,USD,Credit Card,2035-01-01,Pending,,Order#None | Customer: احمد محمد | Product: None | Price: None
6935.0,06/03/2024,احمد محمد,invalid_email,egypt,Cairo,Headphones,Accessories,Two,,5000,Ten Thousand Egyptian Pounds,,2024-09-17,Pending,XX,Order#6935 | Customer: احمد محمد | Product: Headphones | Price: None
8746.0,,Candace Lawrence,,EGY,alex,Lap-top,,Two,two thousand,10000,Ten Thousand Egyptian Pounds,Credit Card,,lost,,Order#8746 | Customer: Candace Lawrence | Product: Lap-top | Price: two thousand
3967.0,2035-01-01,,NELSONGINA@BELL.COM,Egypt,Alex,Lap-top,Laptop,1,2500,5000,USD,Credit Card,,Pending,,Order#3967 | Customer: None | Product: Lap-top | Price: 2500
2581.0,,AHMED MOHAMED,,ksa,alex,Laptop,Laptop,,,,Ten Thousand Egyptian Pounds,Credit Card,,Delivered,...,Order#2581 | Customer: AHMED MOHAMED | Product: Laptop | Price: 
,06-03-2025,Ahmed محمد,ELLIOTTWILLIAM@RAMIREZ.ORG,Egypt,,Headphones,,3,two thousand,,USD,pay on delevery,2035-01-01,pending,...,Order#None | Customer: Ahmed محمد | Product: Headphones | Price: two thousand
5301.0,,احمد محمد,,egypt, ,I-phone,I-phone,,2500 جنيه,5000,usd,,2024-03-12,delivered,تحقق,Order#5301 | Customer: احمد محمد | Product: I-phone | Price: 2500 جنيه
1866.0,2024-09-09,Michele Smith,wilsontracy@hotmail.com,Egypt,Cairo,IPHONE,Mobile,,USD 100,,جنيه,Credit Card,2035-01-01,,,Order#1866 | Customer: Michele Smith | Product: IPHONE | Price: USD 100
1079.0,2035-01-01,,#######@hotmail.com,مصر,alex,iph0ne,,1,,,,paypal,,,تحقق,Order#1079 | Customer:  | Product: iph0ne | Price: 
3177.0,08-26-2023,أحمـــد    محمد,ahmed[at]gmail[dot]com,مصر,Cairo,iph0ne,Laptop,Two,3000,10000,Ten Thousand Egyptian Pounds,cash,2035-01-01,lost,XX,Order#3177 | Customer: أحمـــد    محمد | Product: iph0ne | Price: 3000
,08/04/2024,أحمـــد    محمد,STEVEN24@ORTIZ.COM,EG,Cairo,I-phone,,1,,,Ten Thousand Egyptian Pounds,cash,30/08/2023,lost,العميل طلب الغاء,Order#None | Customer: أحمـــد    محمد | Product: I-phone | Price: None
,invalid,Ahmed محمد,rita30@...,مصر,Dubai,iph0ne,iph0ne,3,two thousand,,,cash,08-13-2023,pending,,Order#None | Customer: Ahmed محمد | Product: iph0ne | Price: two thousand
,,أحمـــد    محمد,,,Cairo,IPHONE,Mobile,2,2500 جنيه,,جنيه,,2035-01-01,delivered,تحقق,Order#None | Customer: أحمـــد    محمد | Product: IPHONE | Price: 2500 جنيه
9314.0,,,,uae,cairo,I-phone,Accessories,Two,2500 جنيه,,,,invalid,lost,,Order#9314 | Customer:  | Product: I-phone | Price: 2500 جنيه
,09/04/2024,احمد محمد,stephanierose@...,egypt,,Lap-top,,3,1000,5000,EGP,,2024-01-30,Delivered,,Order#None | Customer: احمد محمد | Product: Lap-top | Price: 1000
,2023-11-18,احمد محمد,invalid_email, ,,iph0ne,accessory,2,,,USD,,10/05/2025,,,Order#None | Customer: احمد محمد | Product: iph0ne | Price: None
2254.0,2035-01-01,,,,alex,I-phone,mobile,Two,two thousand,,EGP,pay on delevery,,lost,XX,Order#2254 | Customer:  | Product: I-phone | Price: two thousand
,,Ahmed محمد,PIERCEJESSICA@HAYES.COM,EGY,Cairo,Headphones,,Two,EGP,,EGP,Credit Card,,lost,...,Order#None | Customer: Ahmed محمد | Product: Headphones | Price: EGP
,,,ahmed[at]gmail[dot]com,KSA,Cairo,,,2,2500,,EGP,,17/11/2024,,,Order#None | Customer:  | Product: None | Price: 2500
3798.0,invalid,,acole@...,uae,Alex,Lap-top,,Two,two thousand,,,pay on delevery,,pending,تحقق,Order#3798 | Customer:  | Product: Lap-top | Price: two thousand
4093.0,10-16-2023,احمد محمد,,EG,,iPhone,accessory,1,two thousand,,,pay on delevery,,delivered,,Order#4093 | Customer: احمد محمد | Product: iPhone | Price: two thousand
,invalid,,lancecohen@hudson-brady.com,egypt,Dubai,iph0ne,Laptop,,EGP,,,pay on delevery,,,...,Order#None | Customer: None | Product: iph0ne | Price: EGP
,,AHMED MOHAMED,invalid_email,UAE, ,Laptop,Laptop,3,USD 100,5000,USD 300,,,pending,,Order#None | Customer: AHMED MOHAMED | Product: Laptop | Price: USD 100
,2024-06-23,,,Egypt,Dubai,HEADPHONES,Laptop,3,,,USD,Credit Card,,lost,urgent,Order#None | Customer: None | Product: HEADPHONES | Price: None
,11-12-2023,أحمـــد    محمد,ahmed[at]gmail[dot]com,ksa,alex,I-phone,I-phone,2,1000,5000,usd,paypal,31/08/2023,lost,,Order#None | Customer: أحمـــد    محمد | Product: I-phone | Price: 1000
4442.0,,,, , ,iPhone,Laptop,,,,EUR,,11-12-2023,pending,...,Order#4442 | Customer:  | Product: iPhone | Price: None
9571.0,2023-11-02,أحمـــد    محمد,lori46@gmail.com,EG,Alex,Lap-top,,,,,USD,paypal,invalid,pending,urgent,Order#9571 | Customer: أحمـــد    محمد | Product: Lap-top | Price: None
1097.0,invalid,AHMED MOHAMED,eugenemartinez@ward.net, , ,,Laptop,2,1500,5000,USD,Credit Card,2035-01-01,lost,تحقق,Order#1097 | Customer: AHMED MOHAMED | Product: None | Price: 1500
7787.0,2024-01-04,احمد محمد,morganamanda@yahoo.com,uae, ,iPhone,iPhone,2,,,جنيه,pay on delevery,09-24-2024,Pending,XX,Order#7787 | Customer: احمد محمد | Product: iPhone | Price: 
,invalid,أحمـــد    محمد,ahmed[at]gmail[dot]com,EG,,Headphones,mobile,1,2500 جنيه,,جنيه,,10-01-2023,pending,urgent,Order#None | Customer: أحمـــد    محمد | Product: Headphones | Price: 2500 جنيه
,,Alexander Lopez,lauren83@gmail.com,UAE,,,Laptop,,USD 100,,,pay on delevery,2025-01-04,lost,...,Order#None | Customer: Alexander Lopez | Product: None | Price: USD 100
1007.0,11/08/2023,Mr. Vincent Chavez,anguyen@...,EGY,cairo,,,,1500,wrong,EGP,paypal,08-20-2023,delivered,تحقق,Order#1007 | Customer: Mr. Vincent Chavez | Product: None | Price: 1500
,2035-01-01,,invalid_email,ksa,Dubai,,Laptop,3,EGP,wrong,,,08-18-2024,Pending,XX,Order#None | Customer: None | Product: None | Price: EGP
2066.0,2024-12-19,,olivia83@...,EG,,iPhone,mobile,1,USD 100,,USD,,2035-01-01,Delivered,,Order#2066 | Customer:  | Product: iPhone | Price: USD 100
,invalid,,#######@hotmail.com,UAE,,iPhone,accessory,three,3000,wrong,USD 300,,02/03/2024,Delivered,,Order#None | Customer: None | Product: iPhone | Price: 3000
4818.0,2035-01-01,أحمـــد    محمد,ahmed[at]gmail[dot]com,مصر,,Laptop,Mobile,three,1500,,USD,cash,11-08-2024,lost,XX,Order#4818 | Customer: أحمـــد    محمد | Product: Laptop | Price: 1500
,,,,مصر,alex,HEADPHONES,mobile,,1000,10000,EGP,pay on delevery,,lost,,Order#None | Customer: None | Product: HEADPHONES | Price: 1000
4115.0,2035-01-01,احمد محمد,,egypt,alex,iph0ne,iph0ne,1,,5000,usd,,invalid,,,Order#4115 | Customer: احمد محمد | Product: iph0ne | Price: 
4814.0,05-05-2025,AHMED MOHAMED,MCGEEANTHONY@HOTMAIL.COM,مصر,Dubai,iph0ne,accessory,3,2500,,USD 300,pay on delevery,,lost,,Order#4814 | Customer: AHMED MOHAMED | Product: iph0ne | Price: 2500
1330.0,2035-01-01,Carolyn Ross,invalid_email,egypt,Cairo,Headphones,,1,two thousand,10000,USD,pay on delevery,06-12-2025,Delivered,,Order#1330 | Customer: Carolyn Ross | Product: Headphones | Price: two thousand
2561.0,22/02/2024,Leslie Nichols,,EG,Dubai,Laptop,Accessories,1,EGP,,EGP,paypal,10/12/2024,pending,,Order#2561 | Customer: Leslie Nichols | Product: Laptop | Price: EGP
9078.0,invalid,,ahmed[at]gmail[dot]com, ,cairo,iPhone,iPhone,,1000,,USD,,,Pending,...,Order#9078 | Customer:  | Product: iPhone | Price: 1000
,,,#######@hotmail.com,UAE,,,,Two,EGP,,EGP,,2025-03-22,,العميل طلب الغاء,Order#None | Customer:  | Product: None | Price: EGP
5900.0,01-28-2025,Ahmed محمد,tjensen@velez-wilcox.org,مصر,Dubai,IPHONE,IPHONE,Two,3000,10000,EGP,Credit Card,2035-01-01,,...,Order#5900 | Customer: Ahmed محمد | Product: IPHONE | Price: 3000
3436.0,2024-06-25,أحمـــد    محمد,,,Dubai,,Laptop,3,2500,,USD 300,,24/05/2025,pending,,Order#3436 | Customer: أحمـــد    محمد | Product: None | Price: 2500
,19/09/2023,,#######@hotmail.com, ,cairo,Lap-top,mobile,,,,EGP,Credit Card,,,تحقق,Order#None | Customer: None | Product: Lap-top | Price: 
,2024-02-29,,#######@hotmail.com,مصر, ,,Mobile,three,2500 جنيه,wrong,usd,,2035-01-01,delivered,,Order#None | Customer: None | Product: None | Price: 2500 جنيه
1101.0,2024-03-26,AHMED MOHAMED,invalid_email,UAE,Alex,Laptop,,1,1500,wrong,USD 300,paypal,2025-06-15,,,Order#1101 | Customer: AHMED MOHAMED | Product: Laptop | Price: 1500
